case_category,gravity_offence,case_status,state,district,court,unit_type,unit,officer_kgid,officer_name,officer_rank,officer_designation,officer_dob,officer_gender,officer_blood_group,officer_physically_challenged,officer_appointment_date,crime_no,case_no,registered_date,brief_facts,incident_from_date,incident_to_date,info_received_date,latitude,longitude,occurrence_brief_facts,crime_group_name,crime_head_name,act_code,act_description,short_name,section_code,section_description,act_order,section_order,complainant_name,complainant_age,complainant_occupation,complainant_religion,complainant_caste,complainant_gender,victim_name,victim_age,victim_gender,victim_police,accused_name,accused_age,accused_gender,accused_person_id,arrest_type,arrest_date,arrest_state,arrest_district,arrest_station,arrest_io_kgid,arrest_court,arrest_primary_accused_name,arrest_joint_accused_names,chargesheet_date,chargesheet_type,chargesheet_officer_kgid,CaseMasterID,DistrictID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CrimeRegisteredDate,age_years,gender_id,hour_of_day,day_of_week,month,is_weekend,is_night_time,co_offender_count,hist_station_crime_count_30d,hist_district_crime_count_30d,spatial_density_ratio,risk_tier_id,hotspot_flag_id,recidivism_flag_id
FIR,Heinous,Chargesheet Filed,Karnataka,Kalaburagi,Kalaburagi District & Sessions Court,Police Station,Kalaburagi City PS,KA46688,Mahesh Nayak,Sub-Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/07/105/2025/0283,CC/2025/050283,2025-09-30,Complainant reported theft of motor vehicle parked in front of residence during night hours.,2025-09-28T06:00:45,2025-09-28T06:00:45,2025-09-30T01:00:45,17.2826,76.8418,"Incident near coordinates 17.2826, 76.8418",Financial Crime,Cheating,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Vijay Nayak,36,Private Employee,Hindu,General,Male,Pradeep Naik,57,Female,0,Sunil Bhat,72,Male,A283,1.0,2025-09-30T01:00:45,Karnataka,Kalaburagi,Kalaburagi City PS,KA40416,Kalaburagi District & Sessions Court,Sunil Bhat,,2025-09-30T01:00:45,C,KA73615,50283,7,105,3,2,4,15,1,2025-09-30 01:00:45,72,1,6,7,9,1,0,1,618,1666,2.87,3,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Davangere,Davangere District & Sessions Court,Police Station,Davangere Extension PS,KA79680,Shivakumar Hegde,Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/12/188/2025/0284,CC/2025/050284,2025-08-21,Snatching of gold chain from pedestrian by bike-borne suspects during evening hours.,2025-08-19T22:48:37,2025-08-19T22:48:37,2025-08-21T16:48:37,14.5173,75.889,"Incident near coordinates 14.5173, 75.889",Financial Crime,Money Laundering,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Venkatesh Bhat,49,Private Employee,Hindu,General,Male,Roopa Joshi,26,Female,0,Ramesh Kulkarni,25,Male,A284,1.0,2025-08-21T16:48:37,Karnataka,Davangere,Davangere Extension PS,KA87520,Davangere District & Sessions Court,Ramesh Kulkarni,,2025-08-21T16:48:37,C,KA42387,50284,12,188,1,1,4,14,1,2025-08-21 16:48:37,25,1,22,2,8,0,1,1,929,3019,3.42,2,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Davangere,Davangere District & Sessions Court,Police Station,Davangere Extension PS,KA92720,Vijay Kambale,Head Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/12/177/2025/0285,CC/2025/050285,2025-10-13,Accused unlawfully intercepted complainant near main road intersection and committed extortion and assault.,2025-10-12T15:17:18,2025-10-12T15:17:18,2025-10-13T16:17:18,14.5144,75.8827,"Incident near coordinates 14.5144, 75.8827",Property Crimes,Robbery,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Shivakumar Bhat,22,Private Employee,Hindu,General,Male,Sowmya Rao,33,Female,0,Venkatesh Deshmukh,46,Male,A285,1.0,2025-10-13T16:17:18,Karnataka,Davangere,Davangere Extension PS,KA45868,Davangere District & Sessions Court,Venkatesh Deshmukh,,2025-10-13T16:17:18,C,KA90661,50285,12,177,2,1,1,2,1,2025-10-13 16:17:18,46,1,15,7,10,1,0,2,348,836,1.67,3,0,0
FIR,Heinous,Chargesheet Filed,Karnataka,Belagavi,Belagavi District & Sessions Court,Police Station,Belagavi City PS,KA85330,Pradeep Kuruba,Head Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/06/094/2025/0286,CC/2025/050286,2025-11-18,Snatching of gold chain from pedestrian by bike-borne suspects during evening hours.,2025-11-18T06:04:49,2025-11-18T06:04:49,2025-11-18T07:04:49,15.9366,74.5453,"Incident near coordinates 15.9366, 74.5453",Crimes Against Body,Assault,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Raghavendra Pujari,58,Private Employee,Hindu,General,Male,Meenakshi Puri,31,Female,0,Nagaraj Chavhan,22,Male,A286,1.0,2025-11-18T07:04:49,Karnataka,Belagavi,Belagavi City PS,KA66075,Belagavi District & Sessions Court,Nagaraj Chavhan,,2025-11-18T07:04:49,C,KA76312,50286,6,94,3,2,2,7,1,2025-11-18 07:04:49,22,1,6,2,11,0,0,2,514,3150,3.88,2,1,1
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Ballari,Ballari District & Sessions Court,Police Station,Ballari City PS,KA60395,Venkatesh Rao,Head Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/08/117/2025/0287,CC/2025/050287,2025-04-07,Housebreaking by night reported. Electronic goods and valuables stolen while occupants were away.,2025-04-06T09:47:12,2025-04-06T09:47:12,2025-04-07T06:47:12,15.2104,76.8682,"Incident near coordinates 15.2104, 76.8682",Property Crimes,Robbery,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Anand Kambale,59,Private Employee,Hindu,General,Male,Satish Gowda,37,Female,0,Pradeep Shetty,18,Male,A287,1.0,2025-04-07T06:47:12,Karnataka,Ballari,Ballari City PS,KA71060,Ballari District & Sessions Court,Pradeep Shetty,,2025-04-07T06:47:12,C,KA94335,50287,8,117,2,1,1,2,1,2025-04-07 06:47:12,18,1,9,7,4,1,0,2,661,3246,3.51,3,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Ballari,Ballari District & Sessions Court,Police Station,Ballari City PS,KA99877,Ganesh Gowda,Head Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/08/126/2025/0288,CC/2025/050288,2025-11-23,Complainant reported theft of motor vehicle parked in front of residence during night hours.,2025-11-23T06:35:05,2025-11-23T06:35:05,2025-11-23T18:35:05,15.1252,76.9083,"Incident near coordinates 15.1252, 76.9083",Cyber Crime,Cryptocurrency Crime,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Darshan Kambale,47,Private Employee,Hindu,General,Male,Raghavendra Reddy,40,Female,0,Kiran Nayak,21,Male,A288,1.0,2025-11-23T18:35:05,Karnataka,Ballari,Ballari City PS,KA16566,Ballari District & Sessions Court,Kiran Nayak,,2025-11-23T18:35:05,C,KA59610,50288,8,126,1,1,3,13,1,2025-11-23 18:35:05,21,1,6,7,11,1,0,5,663,2745,3.38,2,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Kalaburagi,Kalaburagi District & Sessions Court,Police Station,Kalaburagi City PS,KA63613,Kiran Nayak,Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/07/105/2025/0289,CC/2025/050289,2025-11-23,Cyber fraud complaint regarding unauthorized digital transaction via fake banking link.,2025-11-23T02:35:58,2025-11-23T02:35:58,2025-11-23T19:35:58,17.2614,76.8103,"Incident near coordinates 17.2614, 76.8103",Crimes Against Body,Murder,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Darshan Deshmukh,64,Private Employee,Hindu,General,Male,Mahesh Gowda,51,Female,0,Sunil Gowda,26,Male,A289,1.0,2025-11-23T19:35:58,Karnataka,Kalaburagi,Kalaburagi City PS,KA49809,Kalaburagi District & Sessions Court,Sunil Gowda,,2025-11-23T19:35:58,C,KA73754,50289,7,105,2,1,2,6,1,2025-11-23 19:35:58,26,1,2,7,11,1,1,1,393,2490,3.44,3,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Ballari,Ballari District & Sessions Court,Police Station,Ballari City PS,KA29668,Anand Joshi,Sub-Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/08/122/2025/0290,CC/2025/050290,2025-03-12,Burglary incident reported at commercial establishment. Locked doors broken open and cash stolen.,2025-03-11T01:17:36,2025-03-11T01:17:36,2025-03-12T14:17:36,15.2248,76.8835,"Incident near coordinates 15.2248, 76.8835",Crimes Against Body,Assault,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Ramesh Nayak,57,Private Employee,Hindu,General,Male,Rekha Kambale,28,Female,0,Nayana Puri,30,Female,A290,1.0,2025-03-12T14:17:36,Karnataka,Ballari,Ballari City PS,KA35479,Ballari District & Sessions Court,Nayana Puri,,2025-03-12T14:17:36,C,KA82925,50290,8,122,2,1,2,7,1,2025-03-12 14:17:36,30,2,1,2,3,0,1,1,262,1775,2.75,2,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Ballari,Ballari District & Sessions Court,Police Station,Ballari City PS,KA89809,Vijay Kuruba,Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/08/126/2025/0291,CC/2025/050291,2025-09-08,Burglary incident reported at commercial establishment. Locked doors broken open and cash stolen.,2025-09-07T22:48:14,2025-09-07T22:48:14,2025-09-08T03:48:14,15.2176,76.9991,"Incident near coordinates 15.2176, 76.9991",Cyber Crime,Cryptocurrency Crime,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Pavitra Gowda,36,Private Employee,Hindu,General,Male,Rekha Nayak,45,Female,0,Sunil Gowda,53,Male,A291,1.0,2025-09-08T03:48:14,Karnataka,Ballari,Ballari City PS,KA57418,Ballari District & Sessions Court,Sunil Gowda,,2025-09-08T03:48:14,C,KA43634,50291,8,126,2,1,3,13,1,2025-09-08 03:48:14,53,1,22,7,9,1,1,1,814,1704,0.66,3,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Kalaburagi,Kalaburagi District & Sessions Court,Police Station,Kalaburagi City PS,KA83110,Sunil Reddy,Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/07/113/2025/0292,CC/2025/050292,2025-07-07,Cyber fraud complaint regarding unauthorized digital transaction via fake banking link.,2025-07-07T09:09:08,2025-07-07T09:09:08,2025-07-07T20:09:08,17.3859,76.7831,"Incident near coordinates 17.3859, 76.7831",Property Crimes,Theft,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Nagaraj Nayak,32,Private Employee,Hindu,General,Male,Nagaraj Deshmukh,30,Female,0,Pavitra Kuruba,41,Female,A292,1.0,2025-07-07T20:09:08,Karnataka,Kalaburagi,Kalaburagi City PS,KA23999,Kalaburagi District & Sessions Court,Pavitra Kuruba,,2025-07-07T20:09:08,C,KA96844,50292,7,113,1,1,1,1,1,2025-07-07 20:09:08,41,2,9,1,7,0,0,4,169,2601,4.46,2,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Kalaburagi,Kalaburagi District & Sessions Court,Police Station,Kalaburagi City PS,KA51853,Abhishek Bhat,Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/07/113/2025/0293,CC/2025/050293,2025-05-04,Housebreaking by night reported. Electronic goods and valuables stolen while occupants were away.,2025-05-03T21:32:45,2025-05-03T21:32:45,2025-05-04T03:32:45,17.3544,76.7666,"Incident near coordinates 17.3544, 76.7666",Cyber Crime,Cryptocurrency Crime,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Kumar Deshmukh,24,Private Employee,Hindu,General,Male,Anitha Joshi,39,Female,0,Ramesh Shetty,25,Male,A293,1.0,2025-05-04T03:32:45,Karnataka,Kalaburagi,Kalaburagi City PS,KA68153,Kalaburagi District & Sessions Court,Ramesh Shetty,,2025-05-04T03:32:45,C,KA88300,50293,7,113,3,1,3,13,1,2025-05-04 03:32:45,25,1,21,6,5,1,0,1,145,1174,3.52,3,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Shivamogga,Shivamogga District & Sessions Court,Police Station,Shivamogga Town PS,KA92049,Shivakumar Naik,Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/11/170/2025/0294,CC/2025/050294,2025-08-30,Snatching of gold chain from pedestrian by bike-borne suspects during evening hours.,2025-08-28T11:27:04,2025-08-28T11:27:04,2025-08-30T01:27:04,14.0268,75.5609,"Incident near coordinates 14.0268, 75.5609",Property Crimes,Robbery,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Raghavendra Pujari,40,Private Employee,Hindu,General,Male,Darshan Patil,35,Female,0,Basavaraj Reddy,34,Male,A294,1.0,2025-08-30T01:27:04,Karnataka,Shivamogga,Shivamogga Town PS,KA77062,Shivamogga District & Sessions Court,Basavaraj Reddy,,2025-08-30T01:27:04,C,KA56818,50294,11,170,1,1,1,2,1,2025-08-30 01:27:04,34,1,11,4,8,0,0,3,262,2488,0.76,2,0,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Belagavi,Belagavi District & Sessions Court,Police Station,Belagavi City PS,KA63475,Pradeep Patil,Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/06/088/2025/0295,CC/2025/050295,2025-02-28,Cyber fraud complaint regarding unauthorized digital transaction via fake banking link.,2025-02-27T10:16:01,2025-02-27T10:16:01,2025-02-28T16:16:01,15.9268,74.4969,"Incident near coordinates 15.9268, 74.4969",Cyber Crime,Dark Web Crime,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Mahesh Pujari,40,Private Employee,Hindu,General,Male,Ramesh Shetty,32,Female,0,Kiran Bhat,36,Male,A295,1.0,2025-02-28T16:16:01,Karnataka,Belagavi,Belagavi City PS,KA20384,Belagavi District & Sessions Court,Kiran Bhat,,2025-02-28T16:16:01,C,KA25766,50295,6,88,1,1,3,12,1,2025-02-28 16:16:01,36,1,10,4,2,0,0,1,622,2454,1.19,2,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Davangere,Davangere District & Sessions Court,Police Station,Davangere Extension PS,KA40026,Satish Deshmukh,Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/12/188/2025/0296,CC/2025/050296,2025-03-13,Cyber fraud complaint regarding unauthorized digital transaction via fake banking link.,2025-03-12T22:05:45,2025-03-12T22:05:45,2025-03-13T01:05:45,14.5346,75.8632,"Incident near coordinates 14.5346, 75.8632",Financial Crime,Money Laundering,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Manjunath Chavhan,59,Private Employee,Hindu,General,Male,Nagaraj Patil,20,Female,0,Suresh Rao,45,Male,A296,1.0,2025-03-13T01:05:45,Karnataka,Davangere,Davangere Extension PS,KA23403,Davangere District & Sessions Court,Suresh Rao,,2025-03-13T01:05:45,C,KA59360,50296,12,188,3,1,4,14,1,2025-03-13 01:05:45,45,1,22,3,3,0,1,1,104,3099,0.76,2,0,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Kalaburagi,Kalaburagi District & Sessions Court,Police Station,Kalaburagi City PS,KA51481,Ganesh Bhat,Sub-Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/07/102/2025/0297,CC/2025/050297,2025-10-31,Accused unlawfully intercepted complainant near main road intersection and committed extortion and assault.,2025-10-30T05:17:38,2025-10-30T05:17:38,2025-10-31T14:17:38,17.252,76.8223,"Incident near coordinates 17.252, 76.8223",Cyber Crime,Cryptocurrency Crime,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Manjunath Nayak,49,Private Employee,Hindu,General,Male,Pradeep Deshmukh,48,Female,0,Darshan Pujari,59,Male,A297,1.0,2025-10-31T14:17:38,Karnataka,Kalaburagi,Kalaburagi City PS,KA77971,Kalaburagi District & Sessions Court,Darshan Pujari,,2025-10-31T14:17:38,C,KA77744,50297,7,102,2,1,3,13,1,2025-10-31 14:17:38,59,1,5,4,10,0,1,3,856,3150,3.76,2,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Davangere,Davangere District & Sessions Court,Police Station,Davangere Extension PS,KA11077,Manjunath Kuruba,Head Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/12/181/2025/0298,CC/2025/050298,2025-10-16,Snatching of gold chain from pedestrian by bike-borne suspects during evening hours.,2025-10-15T15:55:59,2025-10-15T15:55:59,2025-10-16T03:55:59,14.497,75.9079,"Incident near coordinates 14.497, 75.9079",Property Crimes,Burglary,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Sudha Kulkarni,50,Private Employee,Hindu,General,Male,Shilpa Bhat,29,Female,0,Raghavendra Rao,25,Male,A298,1.0,2025-10-16T03:55:59,Karnataka,Davangere,Davangere Extension PS,KA93677,Davangere District & Sessions Court,Raghavendra Rao,,2025-10-16T03:55:59,C,KA43752,50298,12,181,1,1,1,3,1,2025-10-16 03:55:59,25,1,15,3,10,0,0,2,771,3303,4.02,2,1,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Ballari,Ballari District & Sessions Court,Police Station,Ballari City PS,KA97860,Suresh Deshmukh,Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/08/128/2025/0299,CC/2025/050299,2025-01-10,Accused unlawfully intercepted complainant near main road intersection and committed extortion and assault.,2025-01-08T15:36:28,2025-01-08T15:36:28,2025-01-10T08:36:28,15.2003,76.9599,"Incident near coordinates 15.2003, 76.9599",Cyber Crime,Dark Web Crime,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Manjunath Deshmukh,57,Private Employee,Hindu,General,Male,Venkatesh Reddy,32,Female,0,Shivakumar Bhat,41,Male,A299,1.0,2025-01-10T08:36:28,Karnataka,Ballari,Ballari City PS,KA26995,Ballari District & Sessions Court,Shivakumar Bhat,,2025-01-10T08:36:28,C,KA93285,50299,8,128,2,1,3,12,1,2025-01-10 08:36:28,41,1,15,3,1,0,0,1,90,1658,2.5,1,1,0
FIR,Heinous,Chargesheet Filed,Karnataka,Ballari,Ballari District & Sessions Court,Police Station,Ballari City PS,KA12904,Abhishek Naik,Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/08/126/2026/0300,CC/2026/050300,2026-01-02,Cyber fraud complaint regarding unauthorized digital transaction via fake banking link.,2026-01-01T19:07:34,2026-01-01T19:07:34,2026-01-02T15:07:34,15.177,76.9811,"Incident near coordinates 15.177, 76.9811",Crimes Against Body,Murder,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Ganesh Patil,42,Private Employee,Hindu,General,Male,Vidya Deshmukh,47,Female,0,Shivakumar Joshi,24,Male,A300,1.0,2026-01-02T15:07:34,Karnataka,Ballari,Ballari City PS,KA10004,Ballari District & Sessions Court,Shivakumar Joshi,,2026-01-02T15:07:34,C,KA46900,50300,8,126,2,2,2,6,1,2026-01-02 15:07:34,24,1,19,4,1,0,0,3,375,1330,0.67,3,0,1
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Shivamogga,Shivamogga District & Sessions Court,Police Station,Shivamogga Town PS,KA88061,Nagaraj Bhat,Sub-Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/11/163/2025/0301,CC/2025/050301,2025-01-19,Complainant reported theft of motor vehicle parked in front of residence during night hours.,2025-01-18T03:07:15,2025-01-18T03:07:15,2025-01-19T00:07:15,13.9567,75.5318,"Incident near coordinates 13.9567, 75.5318",Crimes Against Body,Grievous Hurt,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Shivakumar Patil,55,Private Employee,Hindu,General,Male,Ganesh Hegde,54,Female,0,Kavitha Rao,20,Transgender,A301,1.0,2025-01-19T00:07:15,Karnataka,Shivamogga,Shivamogga Town PS,KA54982,Shivamogga District & Sessions Court,Kavitha Rao,,2025-01-19T00:07:15,C,KA58211,50301,11,163,1,1,2,8,1,2025-01-19 00:07:15,20,3,3,6,1,1,1,2,835,937,1.92,2,1,0
FIR,Heinous,Chargesheet Filed,Karnataka,Davangere,Davangere District & Sessions Court,Police Station,Davangere Extension PS,KA90501,Satish Chavhan,Head Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/12/179/2025/0302,CC/2025/050302,2025-02-16,Cyber fraud complaint regarding unauthorized digital transaction via fake banking link.,2025-02-14T19:38:34,2025-02-14T19:38:34,2025-02-16T01:38:34,14.4364,75.858,"Incident near coordinates 14.4364, 75.858",Financial Crime,Money Laundering,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Vijay Naik,33,Private Employee,Hindu,General,Male,Kumar Kuruba,26,Female,0,Prakash Joshi,35,Male,A302,1.0,2025-02-16T01:38:34,Karnataka,Davangere,Davangere Extension PS,KA21235,Davangere District & Sessions Court,Prakash Joshi,,2025-02-16T01:38:34,C,KA40607,50302,12,179,1,2,4,14,1,2025-02-16 01:38:34,35,1,19,5,2,0,0,2,107,1556,0.11,2,0,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Shivamogga,Shivamogga District & Sessions Court,Police Station,Shivamogga Town PS,KA98093,Anand Puri,Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/11/172/2025/0303,CC/2025/050303,2025-08-17,Housebreaking by night reported. Electronic goods and valuables stolen while occupants were away.,2025-08-16T07:48:50,2025-08-16T07:48:50,2025-08-17T08:48:50,13.988,75.5668,"Incident near coordinates 13.988, 75.5668",Cyber Crime,Dark Web Crime,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Deepa Puri,43,Private Employee,Hindu,General,Male,Kavitha Kambale,49,Female,0,Darshan Deshmukh,57,Male,A303,1.0,2025-08-17T08:48:50,Karnataka,Shivamogga,Shivamogga Town PS,KA60884,Shivamogga District & Sessions Court,Darshan Deshmukh,,2025-08-17T08:48:50,C,KA91372,50303,11,172,1,1,3,12,1,2025-08-17 08:48:50,57,1,7,6,8,1,0,1,168,1250,3.94,2,1,0
FIR,Heinous,Chargesheet Filed,Karnataka,Shivamogga,Shivamogga District & Sessions Court,Police Station,Shivamogga Town PS,KA42100,Abhishek Shetty,Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/11/164/2025/0304,CC/2025/050304,2025-12-06,Snatching of gold chain from pedestrian by bike-borne suspects during evening hours.,2025-12-04T15:23:29,2025-12-04T15:23:29,2025-12-06T12:23:29,14.0476,75.6689,"Incident near coordinates 14.0476, 75.6689",Financial Crime,Cheating,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Prakash Kuruba,22,Private Employee,Hindu,General,Male,Raghavendra Deshmukh,45,Female,0,Darshan Kulkarni,26,Male,A304,1.0,2025-12-06T12:23:29,Karnataka,Shivamogga,Shivamogga Town PS,KA95923,Shivamogga District & Sessions Court,Darshan Kulkarni,,2025-12-06T12:23:29,C,KA83623,50304,11,164,3,2,4,15,1,2025-12-06 12:23:29,26,1,15,4,12,0,0,2,921,509,3.03,3,1,1
FIR,Heinous,Chargesheet Filed,Karnataka,Kalaburagi,Kalaburagi District & Sessions Court,Police Station,Kalaburagi City PS,KA55329,Kiran Patil,Sub-Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/07/107/2025/0305,CC/2025/050305,2025-03-03,Cyber fraud complaint regarding unauthorized digital transaction via fake banking link.,2025-03-03T15:18:33,2025-03-03T15:18:33,2025-03-03T16:18:33,17.288,76.8416,"Incident near coordinates 17.288, 76.8416",Crimes Against Body,Murder,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Vijay Pujari,25,Private Employee,Hindu,General,Male,Anand Hegde,52,Female,0,Vidya Naik,36,Female,A305,1.0,2025-03-03T16:18:33,Karnataka,Kalaburagi,Kalaburagi City PS,KA96547,Kalaburagi District & Sessions Court,Vidya Naik,,2025-03-03T16:18:33,C,KA70245,50305,7,107,1,2,2,6,1,2025-03-03 16:18:33,36,2,15,1,3,0,0,1,73,3042,0.41,3,0,0
FIR,Non-Heinous,Chargesheet Filed,Karnataka,Shivamogga,Shivamogga District & Sessions Court,Police Station,Shivamogga Town PS,KA55954,Satish Reddy,Head Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/11/174/2025/0306,CC/2025/050306,2025-03-05,Complainant reported theft of motor vehicle parked in front of residence during night hours.,2025-03-03T21:51:59,2025-03-03T21:51:59,2025-03-05T01:51:59,14.04,75.5477,"Incident near coordinates 14.04, 75.5477",Cyber Crime,Dark Web Crime,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Shivakumar Patil,36,Private Employee,Hindu,General,Male,Ramesh Hegde,48,Female,0,Pradeep Naik,23,Male,A306,1.0,2025-03-05T01:51:59,Karnataka,Shivamogga,Shivamogga Town PS,KA50315,Shivamogga District & Sessions Court,Pradeep Naik,,2025-03-05T01:51:59,C,KA68722,50306,11,174,2,1,3,12,1,2025-03-05 01:51:59,23,1,21,1,3,0,0,4,819,2098,0.21,1,1,0
FIR,Heinous,Chargesheet Filed,Karnataka,Ballari,Ballari District & Sessions Court,Police Station,Ballari City PS,KA33248,Suresh Deshmukh,Constable,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/08/123/2025/0307,CC/2025/050307,2025-02-09,Cyber fraud complaint regarding unauthorized digital transaction via fake banking link.,2025-02-08T02:26:10,2025-02-08T02:26:10,2025-02-09T12:26:10,15.1537,76.8937,"Incident near coordinates 15.1537, 76.8937",Financial Crime,Money Laundering,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Manjunath Pujari,36,Private Employee,Hindu,General,Male,Sudha Kulkarni,47,Female,0,Kiran Kulkarni,63,Male,A307,1.0,2025-02-09T12:26:10,Karnataka,Ballari,Ballari City PS,KA29882,Ballari District & Sessions Court,Kiran Kulkarni,,2025-02-09T12:26:10,C,KA76620,50307,8,123,1,2,4,14,1,2025-02-09 12:26:10,63,1,2,6,2,1,1,1,699,1882,3.21,4,1,0
FIR,Heinous,Chargesheet Filed,Karnataka,Ballari,Ballari District & Sessions Court,Police Station,Ballari City PS,KA67716,Raghavendra Kuruba,Sub-Inspector,Investigating Officer,1988-05-15,Male,O Positive,0,2012-06-01,FIR/08/121/2025/0308,CC/2025/050308,2025-07-31,Snatching of gold chain from pedestrian by bike-borne suspects during evening hours.,2025-07-31T04:17:37,2025-07-31T04:17:37,2025-07-31T14:17:37,15.2439,76.8893,"Incident near coordinates 15.2439, 76.8893",Financial Crime,Money Laundering,IPC,Indian Penal Code,IPC,379,Punishment for theft,1,1,Abhishek Pujari,63,Private Employee,Hindu,General,Male,Sudha Deshmukh,51,Female,0,Venkatesh Nayak,62,Male,A308,1.0,2025-07-31T14:17:37,Karnataka,Ballari,Ballari City PS,KA88297,Ballari District & Sessions Court,Venkatesh Nayak,,2025-07-31T14:17:37,C,KA96137,50308,8,121,2,2,4,14,1,2025-07-31 14:17:37,62,1,4,4,7,0,1,2,780,825,4.24,4,1,0
