AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
4745,2727,Turvi Chahal,,1.0,A1
4746,2727,Pratyush Chad,52.0,1.0,A2
4747,2728,Gaurang Bath,54.0,2.0,A1
4748,2729,Manya Loke,,1.0,A1
4749,2730,Daksh Sheth,28.0,2.0,A1
4750,2730,Noah Sathe,58.0,1.0,A2
4751,2730,Xiti Khare,19.0,1.0,A3
4752,2731,Vasatika Cherian,48.0,1.0,A1
4753,2732,Caleb Bassi,,1.0,A1
4754,2733,Vamakshi Sehgal,,1.0,A1
4755,2734,Noah More,58.0,1.0,A1
4756,2735,Thomas Gour,,2.0,A1
4757,2736,Chaman Roy,47.0,2.0,A1
4758,2736,Gaurangi Dara,41.0,,A2
4759,2737,Hritik Tata,50.0,1.0,A1
4760,2738,Advik Barman,56.0,2.0,A1
4761,2739,Logan Chakrabarti,16.0,1.0,A1
4762,2739,Nathaniel Gour,19.0,2.0,A2
4763,2740,Jyoti Hora,35.0,2.0,A1
4764,2741,Anjali Boase,51.0,2.0,A1
4765,2741,Maanas Sanghvi,62.0,1.0,A2
4766,2742,Thomas Sur,64.0,,A1
4767,2742,Praneel Dhar,67.0,1.0,A2
4768,2743,Bachittar Chahal,25.0,1.0,A1
4769,2744,Upadhriti Yohannan,,2.0,A1
4770,2744,Chaitaly Tara,69.0,2.0,A2
4771,2744,Tanvi Bajwa,26.0,2.0,A3
4772,2745,Raagini Ramanathan,19.0,1.0,A1
4773,2746,Zarna Rege,54.0,,A1
4774,2747,Prisha Gandhi,57.0,2.0,A1
4775,2747,Qarin Purohit,32.0,2.0,A2
4776,2747,Madhav Kade,37.0,2.0,A3
4777,2748,Nitara Zachariah,40.0,2.0,A1
4778,2748,Urvashi Bhakta,,2.0,A2
4779,2748,Unni Goel,,1.0,A3
4780,2749,Henry Batra,70.0,2.0,A1
4781,2749,Harish Misra,60.0,2.0,A2
4782,2750,Omkaar Magar,68.0,1.0,A1
4783,2751,Ekiya Sahni,69.0,1.0,A1
4784,2752,Wahab Chaudhuri,37.0,2.0,A1
4785,2752,Ayaan Dara,24.0,2.0,A2
4786,2752,Rayaan Loyal,66.0,1.0,A3
4787,2752,Osha Bir,24.0,,A4
4788,2753,Nakul Dutta,60.0,2.0,A1
4789,2754,Januja Doshi,48.0,2.0,A1
4790,2754,Elijah Hayer,50.0,1.0,A2
4791,2754,Megha Kalla,60.0,2.0,A3
4792,2754,Bishakha Agrawal,24.0,1.0,A4
4793,2755,Jason Sandhu,37.0,2.0,A1
4794,2756,Yash Chaudhari,54.0,2.0,A1
4795,2757,Henry Buch,,2.0,A1
4796,2758,William Kurian,36.0,3.0,A1
4797,2758,Yashvi Srivastava,67.0,1.0,A2
4798,2758,Kashish Bora,,,A3
4799,2759,Udyati Bhardwaj,31.0,1.0,A1
4800,2760,Bachittar Kumar,67.0,1.0,A1
4801,2760,Chakradhar Khanna,63.0,1.0,A2
4802,2760,Saksham Mandal,41.0,2.0,A3
4803,2760,Praneel Jayaraman,30.0,,A4
4804,2761,Rachit Seshadri,55.0,1.0,A1
4805,2762,Thomas Choudhury,27.0,1.0,A1
4806,2762,Rajeshri Sibal,24.0,1.0,A2
4807,2762,Bina Gandhi,,1.0,A3
4808,2762,Oliver Raju,32.0,1.0,A4
4809,2763,Nisha Deshmukh,45.0,2.0,A1
4810,2764,Aahana Gara,64.0,1.0,A1
4811,2765,Barkha Arora,,2.0,A1
4812,2765,Rudra Brahmbhatt,33.0,,A2
4813,2766,Yachana Nagarajan,70.0,2.0,A1
4814,2767,Watika Thaman,48.0,1.0,A1
4815,2768,Arjun Sengupta,49.0,1.0,A1
4816,2769,Frado Tank,27.0,1.0,A1
4817,2769,Riya Ganesh,26.0,1.0,A2
4818,2770,Jalsa Chokshi,,2.0,A1
4819,2770,Nakul Bhatnagar,18.0,1.0,A2
4820,2771,Elijah Baral,18.0,1.0,A1
4821,2772,Anjali Soman,30.0,1.0,A1
4822,2772,Gaurang Sharma,26.0,2.0,A2
4823,2773,Robert Chakraborty,68.0,1.0,A1
4824,2773,Aachal Bhalla,33.0,2.0,A2
4825,2773,Aryan Morar,,2.0,A3
4826,2773,Faris Koshy,38.0,1.0,A4
4827,2774,Reva Saha,32.0,2.0,A1
4828,2775,Veda Barad,53.0,2.0,A1
4829,2775,Girindra Sengupta,62.0,2.0,A2
4830,2776,Kai Dua,31.0,1.0,A1
4831,2777,Yamini Gaba,63.0,1.0,A1
4832,2777,Triveni Deshpande,58.0,1.0,A2
4833,2777,Ranveer Dixit,66.0,1.0,A3
4834,2778,Tara Garg,26.0,1.0,A1
4835,2778,Tanveer Nori,67.0,2.0,A2
4836,2778,Amol Gade,70.0,1.0,A3
4837,2779,Leena Mangat,55.0,2.0,A1
4838,2779,Amaira Deshmukh,26.0,1.0,A2
4839,2779,Yuvraj Kaul,63.0,2.0,A3
4840,2779,Maya Palan,66.0,1.0,A4
4841,2780,Gauri Kara,60.0,2.0,A1
4842,2781,Nirja Samra,23.0,2.0,A1
4843,2782,George Prasad,61.0,1.0,A1
4844,2783,Nandini Garg,33.0,1.0,A1
4845,2783,Qabil Kalla,30.0,2.0,A2
4846,2783,Janya Sharaf,,1.0,A3
4847,2784,Damini Jani,25.0,2.0,A1
4848,2785,Harinakshi Lanka,23.0,1.0,A1
4849,2786,Chandani Gola,54.0,1.0,A1
4850,2786,Kritika Khanna,61.0,1.0,A2
4851,2787,Anjali Swaminathan,44.0,1.0,A1
4852,2787,Zayan Ram,,2.0,A2
4853,2787,Pranav Thaker,59.0,2.0,A3
4854,2788,Warhi Prasad,42.0,2.0,A1
4855,2789,Faqid Wadhwa,23.0,2.0,A1
4856,2789,Arunima Srinivasan,52.0,1.0,A2
4857,2790,Ekta Hegde,56.0,1.0,A1
4858,2791,Samesh Batta,30.0,2.0,A1
4859,2792,Ishaan Bala,25.0,2.0,A1
4860,2793,Devansh Venkataraman,51.0,2.0,A1
4861,2794,Amaira Sarma,68.0,2.0,A1
4862,2794,Inaya Andra,41.0,1.0,A2
4863,2794,Hritik Gala,41.0,2.0,A3
4864,2795,Aarav Kumar,49.0,1.0,A1
4865,2795,Rachit Srivastava,63.0,1.0,A2
4866,2795,Ojasvi Vaidya,46.0,,A3
4867,2796,Aishani Merchant,23.0,2.0,A1
4868,2797,Yashasvi Lal,66.0,2.0,A1
4869,2798,Manya Atwal,67.0,2.0,A1
4870,2798,Udant Suresh,33.0,1.0,A2
4871,2799,Omkaar Venkataraman,,2.0,A1
4872,2800,Victor Balakrishnan,68.0,2.0,A1
4873,2800,Dipta Tara,70.0,2.0,A2
4874,2800,Upasna Warrior,36.0,2.0,A3
4875,2801,Tejas Mahajan,44.0,2.0,A1
4876,2802,Nimrat Rajagopal,36.0,2.0,A1
4877,2803,Eta Bumb,21.0,2.0,A1
4878,2803,Gagan Bhandari,16.0,2.0,A2
4879,2803,Xiti Mannan,53.0,2.0,A3
4880,2804,Chaaya Bhat,40.0,2.0,A1
4881,2805,Nakul Malhotra,68.0,1.0,A1
4882,2805,Upma Setty,38.0,2.0,A2
4883,2806,Udant Sunder,,1.0,A1
4884,2807,Vyanjana Nair,32.0,2.0,A1
4885,2807,Nakul Srinivasan,28.0,2.0,A2
4886,2807,Anusha Sangha,70.0,2.0,A3
4887,2808,Lucky Bhasin,31.0,2.0,A1
4888,2809,Daniel Lala,43.0,,A1
4889,2809,Hema Butala,46.0,1.0,A2
4890,2810,Timothy Oak,,1.0,A1
4891,2810,Saksham Subramaniam,54.0,2.0,A2
4892,2811,Oliver Bains,33.0,2.0,A1
4893,2812,Nikita Bose,19.0,1.0,A1
4894,2812,Wishi Vora,,2.0,A2
4895,2813,Ranbir Kamdar,24.0,2.0,A1
4896,2813,Bhavini Chaudry,54.0,1.0,A2
4897,2814,Vihaan Bhat,56.0,2.0,A1
4898,2815,Qushi Bhagat,28.0,1.0,A1
4899,2815,Amol Issac,46.0,1.0,A2
4900,2815,Tristan Sinha,30.0,1.0,A3
4901,2815,Nathan Bhavsar,59.0,2.0,A4
4902,2816,Krishna Mukhopadhyay,55.0,1.0,A1
4903,2817,Zashil Jaggi,,1.0,A1
4904,2817,Indrajit Chokshi,37.0,1.0,A2
4905,2817,Logan Raj,60.0,1.0,A3
4906,2818,Fitan Jha,62.0,1.0,A1
4907,2819,Arin Dhar,27.0,2.0,A1
4908,2820,Hitesh Nagarajan,,2.0,A1
4909,2821,Osha Mangal,44.0,2.0,A1
4910,2822,Owen Manda,19.0,,A1
4911,2823,Bahadurjit Dugar,45.0,2.0,A1
4912,2824,Aishani Wali,52.0,1.0,A1
4913,2824,Charita Parmar,,1.0,A2
4914,2824,Leena Nath,53.0,1.0,A3
4915,2825,Zayan Nagy,44.0,1.0,A1
4916,2825,Wazir Ahuja,18.0,2.0,A2
4917,2825,Aarna Bora,40.0,2.0,A3
4918,2826,Vinaya Pal,35.0,1.0,A1
4919,2826,Jeet Mitra,32.0,1.0,A2
4920,2827,Hemal Basu,22.0,,A1
4921,2828,Veda Bali,60.0,2.0,A1
4922,2829,Odika Chaudhari,62.0,2.0,A1
4923,2830,Hemani Mani,45.0,2.0,A1
4924,2831,Gautam Pant,42.0,1.0,A1
4925,2832,Imaran Nair,26.0,2.0,A1
4926,2832,Ojasvi Saha,43.0,1.0,A2
4927,2833,Kamala Murthy,31.0,2.0,A1
4928,2833,Odika Dada,36.0,1.0,A2
4929,2833,Theodore Johal,30.0,2.0,A3
4930,2833,Ojasvi Guha,44.0,1.0,A4
4931,2834,Kashvi Rana,,2.0,A1
4932,2835,Devika Rama,,1.0,A1
4933,2836,Frederick Sandal,42.0,1.0,A1
4934,2836,Dalbir Palan,18.0,1.0,A2
4935,2836,Warda Behl,59.0,1.0,A3
4936,2837,Wahab Agrawal,16.0,1.0,A1
4937,2838,Vinaya Ramakrishnan,41.0,1.0,A1
4938,2838,Hritik Chana,,3.0,A2
4939,2839,Lipika Agrawal,44.0,2.0,A1
4940,2840,Ijaya Sahni,44.0,1.0,A1
4941,2840,Samuel Pandit,56.0,1.0,A2
4942,2841,Dhruv Agarwal,62.0,1.0,A1
4943,2842,Andrew Kamdar,59.0,2.0,A1
4944,2842,Darika Viswanathan,39.0,1.0,A2
4945,2843,Veer Om,69.0,2.0,A1
4946,2843,Faris D’Alia,55.0,2.0,A2
4947,2844,Ryan Bhatt,59.0,1.0,A1
4948,2844,Girindra Gade,33.0,,A2
4949,2845,Lekha Ramaswamy,48.0,1.0,A1
4950,2845,Manya Modi,38.0,2.0,A2
4951,2846,Sai Swamy,63.0,2.0,A1
4952,2847,Tejas Pai,56.0,,A1
4953,2847,Hritik Iyer,48.0,,A2
4954,2847,Zashil Oza,49.0,1.0,A3
4955,2848,Kala Rau,47.0,2.0,A1
4956,2848,David Shan,54.0,,A2
4957,2849,Ekbal Tella,17.0,1.0,A1
4958,2850,Aayush Borah,36.0,1.0,A1
4959,2851,Amrita Chakraborty,18.0,2.0,A1
4960,2852,Krish Ram,49.0,2.0,A1
4961,2853,Chaman Gupta,68.0,1.0,A1
4962,2854,Wazir Wason,49.0,2.0,A1
4963,2854,Hemal Oak,47.0,2.0,A2
4964,2854,Bahadurjit Chana,24.0,1.0,A3
4965,2855,Sathvik Patla,70.0,,A1
4966,2855,Leela Aurora,33.0,,A2
4967,2856,Leela Cherian,23.0,2.0,A1
4968,2857,Raksha Deshpande,29.0,2.0,A1
4969,2858,Nakul Apte,31.0,2.0,A1
4970,2858,Meghana Sood,56.0,,A2
4971,2858,Thomas Savant,,1.0,A3
4972,2858,Anay Iyengar,49.0,3.0,A4
4973,2859,Janaki Salvi,44.0,2.0,A1
4974,2859,Aadi Sharma,61.0,1.0,A2
4975,2860,Rishi Reddy,55.0,2.0,A1
4976,2860,Vanya Bandi,58.0,2.0,A2
4977,2860,Abha Raman,48.0,,A3
4978,2860,Saksham Kohli,43.0,3.0,A4
4979,2861,Warhi Khosla,47.0,1.0,A1
4980,2861,Irya Varughese,21.0,2.0,A2
4981,2861,Jeet Bhardwaj,,1.0,A3
4982,2861,Ganga Kala,35.0,1.0,A4
4983,2862,Anita Tandon,44.0,,A1
4984,2862,Bachittar Narang,31.0,2.0,A2
4985,2863,Diya Sibal,25.0,1.0,A1
4986,2863,Banjeet Bal,28.0,,A2
4987,2864,Aarini Ramanathan,35.0,2.0,A1
4988,2865,Vincent Bali,70.0,2.0,A1
4989,2865,Henry Kade,51.0,2.0,A2
4990,2866,Agastya Palla,29.0,2.0,A1
4991,2866,Jeremiah Kulkarni,42.0,1.0,A2
4992,2867,Chaaya Ganesan,52.0,2.0,A1
4993,2868,Omya Sidhu,68.0,1.0,A1
4994,2868,Qushi Bansal,69.0,,A2
4995,2868,Noah Viswanathan,58.0,1.0,A3
4996,2868,Ekavir Jaggi,49.0,2.0,A4
4997,2869,Bhavini Mannan,19.0,2.0,A1
4998,2869,Ansh Wable,40.0,1.0,A2
4999,2869,Yashvi Hegde,54.0,2.0,A3
5000,2869,William Dyal,59.0,1.0,A4
5001,2870,Yashvi Ganesan,19.0,1.0,A1
5002,2871,Jacob Kapadia,29.0,1.0,A1
5003,2872,Harita Sarma,23.0,2.0,A1
5004,2873,Bahadurjit Kari,29.0,2.0,A1
5005,2873,Nachiket Wali,,1.0,A2
5006,2874,Wazir Arya,55.0,2.0,A1
5007,2875,Indrajit Gara,16.0,,A1
5008,2876,Devansh Gulati,51.0,2.0,A1
5009,2876,Baghyawati Sachdeva,32.0,2.0,A2
5010,2877,Sneha Parekh,28.0,2.0,A1
5011,2877,Isha Sawhney,27.0,2.0,A2
5012,2878,Chanakya Chowdhury,23.0,1.0,A1
5013,2879,Falan Nagarajan,,1.0,A1
5014,2880,Samaksh Thaman,46.0,2.0,A1
5015,2881,Peter Sundaram,34.0,1.0,A1
5016,2881,Yashodhara Sangha,,1.0,A2
5017,2881,Yuvraj Mistry,,2.0,A3
5018,2882,Yash Mital,42.0,1.0,A1
5019,2882,Lakshit Mallick,54.0,1.0,A2
5020,2883,Upma Wali,31.0,2.0,A1
5021,2884,Maanav Shetty,23.0,1.0,A1
5022,2885,Turvi Krishna,63.0,1.0,A1
5023,2885,Omisha Gole,39.0,2.0,A2
5024,2886,Sachi Goyal,25.0,1.0,A1
5025,2886,Gopal Gulati,34.0,2.0,A2
5026,2887,Manya Goyal,23.0,,A1
5027,2887,Wridesh Krishna,25.0,1.0,A2
5028,2888,Eesha Yohannan,29.0,2.0,A1
5029,2889,Neelima Kar,37.0,1.0,A1
5030,2889,Samaksh Dutt,67.0,2.0,A2
5031,2890,Darika Sekhon,27.0,1.0,A1
5032,2891,Omisha Gera,37.0,1.0,A1
5033,2892,Libni Bedi,20.0,2.0,A1
5034,2892,Shivansh Bahri,63.0,2.0,A2
5035,2892,Janaki Sarna,,,A3
5036,2893,Yagnesh Babu,35.0,1.0,A1
5037,2893,Lila Barman,37.0,2.0,A2
5038,2893,Upasna Dugar,39.0,,A3
5039,2894,Devika Bawa,16.0,2.0,A1
5040,2894,Xalak Manda,22.0,2.0,A2
5041,2895,Guneet Rama,19.0,1.0,A1
5042,2895,Wahab Prashad,,2.0,A2
5043,2896,Max Gaba,58.0,2.0,A1
5044,2897,Fariq Bansal,53.0,1.0,A1
5045,2898,Chaman Sahota,34.0,2.0,A1
5046,2898,Hemang Sathe,36.0,2.0,A2
5047,2899,Arunima Bora,,1.0,A1
5048,2900,Timothy Divan,50.0,1.0,A1
5049,2901,Siddharth Vohra,,1.0,A1
5050,2902,Ekansh Aurora,,,A1
5051,2903,Atharv Pal,29.0,2.0,A1
5052,2904,Jairaj Tata,22.0,2.0,A1
5053,2904,Aachal Shah,29.0,,A2
5054,2904,Ishanvi Kumer,22.0,1.0,A3
5055,2905,Pranit Tripathi,29.0,,A1
5056,2905,Ishanvi Golla,,,A2
5057,2905,Yashodhara Pandya,65.0,2.0,A3
5058,2906,Omisha Sani,26.0,2.0,A1
5059,2906,Gaurika Bath,51.0,2.0,A2
5060,2907,Jasmit Bath,36.0,2.0,A1
5061,2908,Yashasvi Manda,50.0,2.0,A1
5062,2909,Shivansh Lata,,2.0,A1
5063,2910,Bhavna Sabharwal,,1.0,A1
5064,2910,Kabir Batra,46.0,2.0,A2
5065,2911,Hitesh Natt,57.0,1.0,A1
5066,2911,Divya Dalal,43.0,1.0,A2
5067,2912,Charles Subramanian,19.0,2.0,A1
5068,2912,Bhavya Kurian,59.0,1.0,A2
5069,2912,Vincent Chhabra,33.0,1.0,A3
5070,2912,Urishilla Dash,51.0,2.0,A4
5071,2913,Meghana Narayan,20.0,2.0,A1
5072,2914,Krishna Kanda,62.0,2.0,A1
5073,2915,Zansi Kade,59.0,2.0,A1
5074,2915,Ishani Deo,23.0,2.0,A2
5075,2916,Neelima Badami,59.0,2.0,A1
5076,2917,Qushi Sahota,70.0,1.0,A1
5077,2917,Charan Kalla,,1.0,A2
5078,2917,Prisha Hegde,50.0,1.0,A3
5079,2918,Advika Bhavsar,31.0,1.0,A1
5080,2918,Hamsini Kohli,70.0,1.0,A2
5081,2919,Advay Kadakia,50.0,,A1
5082,2919,Wridesh Peri,56.0,1.0,A2
5083,2919,Mekhala Barman,31.0,2.0,A3
5084,2919,Raghav Golla,,1.0,A4
5085,2920,Vrinda Modi,25.0,1.0,A1
5086,2920,Falguni Magar,66.0,,A2
5087,2920,Saksham Sengupta,49.0,1.0,A3
5088,2920,Balhaar Majumdar,51.0,,A4
5089,2921,Gayathri Srinivas,49.0,2.0,A1
5090,2921,Viraj Rajan,29.0,2.0,A2
5091,2922,Samesh Ratti,,2.0,A1
5092,2922,Charan Venkataraman,,2.0,A2
5093,2922,Chaaya Choudhary,,1.0,A3
5094,2923,Sudiksha Bir,65.0,1.0,A1
5095,2924,Vincent Roy,37.0,2.0,A1
5096,2924,Darika Boase,57.0,2.0,A2
5097,2925,Indrajit Dhillon,60.0,2.0,A1
5098,2926,Nitesh Kuruvilla,32.0,1.0,A1
5099,2927,Jhalak Hans,62.0,1.0,A1
5100,2928,Samar Dasgupta,,,A1
5101,2928,Jyoti Raval,67.0,2.0,A2
5102,2929,Girish Madan,59.0,1.0,A1
5103,2930,Charan Sami,34.0,1.0,A1
5104,2931,Samuel Loke,16.0,,A1
5105,2931,Vedika Dixit,,1.0,A2
5106,2931,Ishwar Srinivasan,,2.0,A3
5107,2931,Nirja Reddy,38.0,1.0,A4
5108,2932,Veda Bhavsar,68.0,2.0,A1
5109,2932,Ekantika Guha,62.0,1.0,A2
5110,2932,Isha Bhakta,36.0,2.0,A3
5111,2933,Aarnav Chhabra,28.0,1.0,A1
5112,2934,Inaya Purohit,60.0,1.0,A1
5113,2934,Chakradhar Memon,28.0,1.0,A2
5114,2934,Sai Chaudhary,40.0,1.0,A3
5115,2935,Aadi Sarma,69.0,1.0,A1
5116,2936,Tanay Nanda,55.0,1.0,A1
5117,2937,Vidhi Ray,59.0,2.0,A1
5118,2937,Mitali Deshmukh,,1.0,A2
5119,2937,Raksha Banerjee,60.0,2.0,A3
5120,2938,Ekalinga Nagar,61.0,2.0,A1
5121,2939,Chatura Mandal,31.0,2.0,A1
5122,2940,Ansh Raman,,,A1
5123,2940,Ekaja Panchal,46.0,1.0,A2
5124,2940,Qasim Ramaswamy,48.0,2.0,A3
5125,2940,Wazir Kurian,37.0,1.0,A4
5126,2941,Radhika Ravi,39.0,1.0,A1
5127,2941,Bhavini Agrawal,17.0,2.0,A2
5128,2942,Udarsh Ganesan,56.0,1.0,A1
5129,2943,Zilmil Balay,52.0,2.0,A1
5130,2944,Sachi Rajan,51.0,2.0,A1
5131,2945,Divya Dar,37.0,2.0,A1
5132,2946,Januja Dugar,26.0,1.0,A1
5133,2947,Mekhala Dora,,2.0,A1
5134,2947,Yatin Murthy,17.0,,A2
5135,2947,Aryan Banerjee,16.0,2.0,A3
5136,2947,Rachit Natt,68.0,2.0,A4
5137,2948,Faqid Iyer,21.0,1.0,A1
5138,2948,Zashil Natt,48.0,1.0,A2
5139,2949,Dominic Tailor,53.0,1.0,A1
5140,2950,Mekhala Malhotra,35.0,1.0,A1
5141,2950,Faraj Nagarajan,25.0,2.0,A2
5142,2950,Raagini Nayak,41.0,2.0,A3
5143,2950,Matthew Dhaliwal,32.0,1.0,A4
5144,2951,Oliver Savant,64.0,1.0,A1
5145,2952,Jagdish Deshpande,56.0,1.0,A1
5146,2952,Yutika Choudhary,23.0,,A2
5147,2953,Forum Trivedi,63.0,1.0,A1
5148,2953,Jai Loyal,54.0,1.0,A2
5149,2954,Isaiah Bava,30.0,,A1
5150,2954,Krisha Kant,51.0,2.0,A2
5151,2954,Zarna Sankaran,29.0,1.0,A3
5152,2954,Qarin Cherian,31.0,3.0,A4
5153,2955,Sara Sami,,1.0,A1
5154,2956,Mekhala Dutt,46.0,2.0,A1
5155,2957,Aadi Konda,16.0,1.0,A1
5156,2958,Warhi Dar,16.0,1.0,A1
5157,2958,Mahika Pandya,58.0,2.0,A2
5158,2958,Yauvani Char,50.0,3.0,A3
5159,2958,Arin Mangal,24.0,3.0,A4
5160,2959,Indira Baral,26.0,,A1
5161,2960,Anika Suresh,,2.0,A1
5162,2960,Aachal Chandra,30.0,2.0,A2
5163,2961,Zayan Nagi,,1.0,A1
5164,2962,Zarna Kanda,58.0,1.0,A1
5165,2962,Anika Mallick,65.0,2.0,A2
5166,2962,Urvi Varma,24.0,2.0,A3
5167,2963,Kashish Raj,65.0,2.0,A1
5168,2964,Oeshi Yohannan,59.0,1.0,A1
5169,2965,Jason Walia,39.0,2.0,A1
5170,2966,Yoshita Badami,59.0,,A1
5171,2967,Chaman Patil,63.0,2.0,A1
5172,2967,Kiaan Raju,65.0,,A2
5173,2967,Amara Sha,66.0,1.0,A3
5174,2968,Elijah Balasubramanian,20.0,1.0,A1
5175,2968,Quincy Khare,,2.0,A2
5176,2969,Vidhi Kurian,31.0,2.0,A1
5177,2970,Chakrika Agarwal,58.0,1.0,A1
5178,2970,Yashodhara Krishna,32.0,2.0,A2
5179,2970,Upadhriti Ghose,,1.0,A3
5180,2970,Andrew Chad,,1.0,A4
5181,2971,Lucky Deol,65.0,1.0,A1
5182,2971,Siddharth Kara,,2.0,A2
5183,2971,Krish Lalla,34.0,2.0,A3
5184,2972,Tanmayi Krishnan,46.0,1.0,A1
5185,2973,Rachit Chander,18.0,,A1
5186,2973,Baghyawati Vora,53.0,,A2
5187,2974,Yashasvi Mishra,61.0,3.0,A1
5188,2974,Amol Mangal,51.0,2.0,A2
5189,2974,Garima Koshy,50.0,2.0,A3
5190,2975,Yash Goel,15.0,2.0,A1
5191,2976,Urvi Mann,56.0,1.0,A1
5192,2977,Umang Nanda,,2.0,A1
5193,2978,Oscar Karpe,49.0,,A1
5194,2978,Charan Chahal,26.0,1.0,A2
5195,2978,Triveni Kala,,1.0,A3
5196,2978,Vinaya Sami,,2.0,A4
5197,2979,Ucchal Chada,64.0,1.0,A1
5198,2979,Mitesh Deshmukh,16.0,2.0,A2
5199,2979,Chaitanya Dasgupta,70.0,2.0,A3
5200,2980,Omaja Bhardwaj,63.0,2.0,A1
5201,2981,Harini Chokshi,35.0,1.0,A1
5202,2982,Yutika Sule,58.0,1.0,A1
5203,2983,Chameli Varty,33.0,1.0,A1
5204,2984,Nachiket Narula,69.0,1.0,A1
5205,2984,Pranit Kalla,22.0,1.0,A2
5206,2985,Widisha Sawhney,,2.0,A1
5207,2986,Ekantika Bava,62.0,2.0,A1
5208,2986,Ekaraj Andra,34.0,1.0,A2
5209,2987,Falan Gopal,21.0,2.0,A1
5210,2987,Nitara Chada,22.0,2.0,A2
5211,2988,Anjali Som,30.0,2.0,A1
5212,2988,Gautam Sharaf,29.0,1.0,A2
5213,2989,Xiti Konda,55.0,2.0,A1
5214,2990,Maanas Patil,28.0,1.0,A1
5215,2991,Xalak Goda,37.0,2.0,A1
5216,2992,Qadim Radhakrishnan,48.0,1.0,A1
5217,2992,Abha Jayaraman,55.0,1.0,A2
5218,2993,Meera Misra,38.0,2.0,A1
5219,2993,Udant Barad,46.0,1.0,A2
5220,2993,Devansh Nayar,33.0,1.0,A3
5221,2993,Nandini Kalla,27.0,1.0,A4
5222,2994,Lopa Lad,32.0,2.0,A1
5223,2995,Rohan Soni,22.0,,A1
5224,2996,Upasna Bhat,35.0,1.0,A1
5225,2997,Brinda Goswami,,1.0,A1
5226,2997,Aditya Bawa,39.0,2.0,A2
5227,2998,Yashodhara Hayer,33.0,3.0,A1
5228,2999,Radha Wason,33.0,1.0,A1
5229,3000,Ekansh Vora,41.0,1.0,A1
5230,3001,Gayathri Dugar,,2.0,A1
5231,3002,Atharv Sarkar,,2.0,A1
5232,3003,Ishanvi Dhawan,,1.0,A1
5233,3004,Wishi Lata,23.0,1.0,A1
5234,3004,Aradhana Parsa,48.0,2.0,A2
5235,3004,Bahadurjit Sha,57.0,1.0,A3
5236,3004,Zinal Korpal,52.0,2.0,A4
5237,3005,Varsha Mutti,38.0,2.0,A1
5238,3006,Ikbal Agarwal,33.0,1.0,A1
5239,3007,Fariq Kala,29.0,2.0,A1
5240,3008,Ganga Kibe,,2.0,A1
5241,3009,Onkar Thakkar,57.0,1.0,A1
5242,3010,Bina Jhaveri,15.0,1.0,A1
5243,3010,Yash Mani,57.0,,A2
5244,3011,Urvashi De,50.0,3.0,A1
5245,3011,Avi Sridhar,68.0,2.0,A2
5246,3011,Nihal Borra,35.0,1.0,A3
5247,3011,Isha Sur,41.0,3.0,A4
5248,3012,Ishwar Chander,20.0,,A1
5249,3013,Samarth Sastry,,2.0,A1
5250,3013,Shravya Mistry,19.0,2.0,A2
5251,3013,Janaki Sethi,36.0,1.0,A3
5252,3014,Dhruv Saran,56.0,2.0,A1
5253,3015,Vansha Subramanian,24.0,2.0,A1
5254,3015,Warjas Sarna,25.0,1.0,A2
5255,3016,Sai Pingle,,1.0,A1
5256,3016,Elijah Bumb,59.0,1.0,A2
5257,3016,Gaurangi Prakash,64.0,2.0,A3
5258,3017,Ekiya Arora,43.0,1.0,A1
5259,3017,Bhavini Panchal,39.0,3.0,A2
5260,3017,Raksha Karpe,41.0,1.0,A3
5261,3018,Udarsh Malhotra,36.0,,A1
5262,3019,Krish Guha,32.0,2.0,A1
5263,3019,Yatin Bhakta,51.0,2.0,A2
5264,3019,Gayathri Khalsa,42.0,,A3
5265,3020,Meghana Dugar,,1.0,A1
5266,3020,Jagdish Raval,59.0,1.0,A2
5267,3020,Vrishti Suresh,17.0,2.0,A3
5268,3021,Pavani Kota,52.0,2.0,A1
5269,3022,Lekha Sabharwal,33.0,2.0,A1
5270,3023,Brinda Mall,25.0,2.0,A1
5271,3023,Chakradhar Sawhney,,2.0,A2
5272,3023,Mugdha Dugar,22.0,2.0,A3
5273,3024,Saumya Varughese,51.0,2.0,A1
5274,3025,Ekansh Shanker,21.0,1.0,A1
5275,3025,Ekaja Jani,50.0,1.0,A2
5276,3026,Yashawini Tella,54.0,2.0,A1
5277,3026,Abhimanyu Talwar,17.0,1.0,A2
5278,3027,Rajeshri Vig,23.0,1.0,A1
5279,3028,Ranveer Bath,30.0,1.0,A1
5280,3028,Ojasvi Sen,53.0,2.0,A2
5281,3029,Veda Verma,70.0,2.0,A1
5282,3030,Dayita Chad,21.0,2.0,A1
5283,3031,Rehaan Banik,35.0,1.0,A1
5284,3032,Pallavi Savant,27.0,2.0,A1
5285,3033,Vasana Prabhu,49.0,1.0,A1
5286,3034,Aarush Nagar,67.0,1.0,A1
5287,3035,Praneel Narasimhan,64.0,1.0,A1
5288,3035,Atharv Zachariah,26.0,1.0,A2
5289,3036,Vedhika Thakur,57.0,2.0,A1
5290,3036,Jagvi Sodhi,43.0,1.0,A2
5291,3036,Chakradhar Vyas,41.0,2.0,A3
5292,3037,Kala Bhargava,68.0,2.0,A1
