VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
3666,2665,Maanas Sarna,79.0,1.0,0
3667,2666,Anika Balasubramanian,52.0,2.0,0
3668,2666,Banjeet Mall,,2.0,0
3669,2667,Jason Babu,3.0,3.0,0
3670,2668,Vasatika Mahajan,,1.0,0
3671,2669,Tanmayi Hari,29.0,2.0,0
3672,2670,Hemangini Dar,41.0,1.0,0
3673,2670,Advik Devi,26.0,2.0,1
3674,2670,Aarav Suri,81.0,1.0,0
3675,2671,Lavanya Oza,6.0,3.0,0
3676,2671,Watika Bir,,3.0,0
3677,2672,Vamakshi Kadakia,50.0,2.0,0
3678,2673,Reyansh Maharaj,,,0
3679,2674,Nisha Badami,37.0,2.0,0
3680,2675,Baljiwan Deep,50.0,2.0,0
3681,2676,Sanaya Balan,,2.0,0
3682,2677,Barkha Bhavsar,34.0,,0
3683,2678,Arjun Batta,49.0,2.0,0
3684,2679,Ekta Oak,,1.0,0
3685,2680,Yuvraj Raman,31.0,1.0,0
3686,2681,Harinakshi Chawla,,2.0,0
3687,2681,Bhavna Desai,62.0,2.0,0
3688,2682,Vidhi Raju,43.0,1.0,0
3689,2682,Rishi Merchant,15.0,1.0,1
3690,2683,Yasti Parsa,45.0,2.0,0
3691,2683,Sanya Madan,77.0,2.0,0
3692,2683,Gabriel Bhagat,71.0,1.0,0
3693,2684,Yamini Sem,35.0,2.0,1
3694,2685,Raagini Lata,21.0,1.0,1
3695,2685,Manan Kuruvilla,79.0,1.0,0
3696,2686,Balveer Subramanian,,2.0,0
3697,2687,Meera Gokhale,69.0,1.0,0
3698,2688,Hema Taneja,37.0,2.0,0
3699,2689,Mohammed Krish,55.0,2.0,0
3700,2690,Dalaja Golla,57.0,1.0,1
3701,2691,Gauri Swaminathan,76.0,1.0,0
3702,2692,Amara Sawhney,50.0,1.0,0
3703,2693,Hardik Mall,13.0,1.0,0
3704,2694,Vinaya More,72.0,2.0,0
3705,2695,Yahvi Shanker,53.0,2.0,1
3706,2696,Kavya Thaker,80.0,2.0,0
3707,2697,Damyanti Bhavsar,22.0,2.0,0
3708,2698,Ikbal Thakur,58.0,2.0,0
3709,2699,Naveen Deshpande,15.0,2.0,0
3710,2700,Akshay Shenoy,59.0,2.0,0
3711,2701,Indali Saini,76.0,3.0,0
3712,2702,Ladli Ramakrishnan,16.0,2.0,0
3713,2702,Chaman Mutti,81.0,1.0,0
3714,2702,Vihaan Chad,,1.0,0
3715,2703,Urvi Sant,39.0,2.0,0
3716,2704,Logan Sarin,35.0,2.0,0
3717,2704,Forum Nagi,80.0,2.0,0
3718,2705,Maanas Sidhu,4.0,1.0,1
3719,2706,Vincent Vora,67.0,2.0,0
3720,2707,Dalaja Sachdeva,,1.0,1
3721,2707,Samaksh Barad,2.0,2.0,0
3722,2708,Gaurav Gupta,10.0,2.0,0
3723,2708,Wyatt Bahri,,1.0,0
3724,2709,Hemal Virk,,1.0,0
3725,2710,Maya Chawla,30.0,1.0,0
3726,2711,Hiral Sha,37.0,1.0,0
3727,2712,Rachana Kota,10.0,2.0,0
3728,2712,Isha Yogi,35.0,2.0,0
3729,2713,Panini Mohan,70.0,1.0,0
3730,2713,Oviya Ganguly,28.0,2.0,0
3731,2714,Chanakya Chana,84.0,2.0,0
3732,2714,Karan Talwar,66.0,2.0,0
3733,2715,Nathan Chaudhuri,1.0,2.0,1
3734,2716,Lavanya Garg,16.0,1.0,1
3735,2716,Anika Sahni,28.0,1.0,0
3736,2717,Nikita Kalla,5.0,2.0,0
3737,2718,Ekantika Khosla,,,0
3738,2719,Dhriti Vyas,60.0,1.0,0
3739,2720,Chameli Gupta,10.0,,0
3740,2721,Udyati Bakshi,84.0,2.0,0
3741,2721,Alka Madan,,2.0,0
3742,2721,Chasmum Jain,52.0,,0
3743,2722,Isha Oza,39.0,2.0,0
3744,2723,Ishanvi Soni,74.0,,0
3745,2724,Niharika Sangha,32.0,1.0,0
3746,2724,Harinakshi Koshy,,1.0,0
3747,2725,Guneet Johal,53.0,,0
3748,2726,Bhavna Sekhon,27.0,2.0,1
3749,2727,Manbir Sathe,12.0,2.0,1
3750,2727,Xavier Patil,70.0,1.0,0
3751,2728,Bahadurjit Raman,70.0,1.0,0
3752,2729,Meera Krishnamurthy,85.0,2.0,0
3753,2730,Omya Chander,50.0,2.0,1
3754,2730,Manan Dugar,43.0,1.0,0
3755,2731,Yashica Sehgal,11.0,2.0,0
3756,2732,Tejas Baral,29.0,2.0,0
3757,2733,Hema Varkey,36.0,,0
3758,2734,Odika Dara,,2.0,0
3759,2735,Anusha Sama,,1.0,0
3760,2736,Bhavani Bhattacharyya,31.0,1.0,0
3761,2737,Dipta Bir,17.0,,1
3762,2738,Nilima Narang,11.0,2.0,0
3763,2739,Mitesh Gopal,50.0,1.0,0
3764,2739,Anita Varty,26.0,2.0,0
3765,2740,Hamsini Pandit,42.0,1.0,0
3766,2741,Mekhala Sachdev,,1.0,0
3767,2742,Urmi Batra,28.0,2.0,0
3768,2743,Manthan Mukhopadhyay,,2.0,0
3769,2743,Michael Ganesan,79.0,1.0,0
3770,2744,Atharv Sharma,77.0,1.0,0
3771,2744,Falguni Hora,24.0,1.0,0
3772,2745,Deepa Mitter,23.0,2.0,0
3773,2746,Aayush More,62.0,2.0,0
3774,2747,Gautami Golla,44.0,2.0,0
3775,2748,Vinaya Konda,70.0,1.0,0
3776,2749,Qushi Saha,38.0,1.0,0
3777,2750,Yochana Randhawa,58.0,1.0,0
3778,2750,Yadavi Raju,72.0,1.0,0
3779,2751,Jagvi Chacko,81.0,2.0,0
3780,2752,Champak Zachariah,,1.0,0
3781,2753,Yug Agate,38.0,2.0,0
3782,2754,Gopal Thaker,71.0,2.0,0
3783,2754,Pranit Balasubramanian,76.0,1.0,0
3784,2754,Michael Khosla,67.0,,0
3785,2755,Chakradev Goswami,27.0,2.0,0
3786,2756,Qadim Pall,37.0,2.0,0
3787,2757,Akshay Amble,36.0,2.0,0
3788,2758,Owen Menon,,2.0,0
3789,2759,Radhika D’Alia,59.0,1.0,0
3790,2760,Lohit Walia,34.0,1.0,0
3791,2761,Aryan Prasad,13.0,1.0,1
3792,2761,Pranav Lanka,79.0,3.0,0
3793,2761,Vivaan Dewan,31.0,2.0,0
3794,2762,Brijesh Gade,19.0,2.0,0
3795,2763,Nandini Sehgal,83.0,2.0,0
3796,2763,Isaiah Sant,49.0,2.0,0
3797,2764,Gauri Gulati,79.0,1.0,0
3798,2765,Onkar Garg,80.0,,0
3799,2765,Chandani Chacko,37.0,2.0,0
3800,2765,Hamsini Joshi,,2.0,0
3801,2766,Ayaan Sem,,2.0,0
3802,2766,Ekaja Agate,28.0,2.0,0
3803,2767,Sanya Bhatia,60.0,1.0,1
3804,2768,Chandran Amble,44.0,2.0,0
3805,2769,Harinakshi Uppal,28.0,2.0,0
3806,2769,Ekanta Narang,48.0,1.0,0
3807,2770,Rachit Bal,17.0,2.0,0
3808,2770,Warinder De,,1.0,0
3809,2771,Rohan Rajagopal,26.0,2.0,0
3810,2772,Benjamin Rattan,81.0,2.0,1
3811,2772,Devansh Bhatti,82.0,2.0,0
3812,2773,Ria Sarin,24.0,1.0,1
3813,2774,Anusha Nayak,43.0,1.0,1
3814,2774,Xalak Ratti,8.0,1.0,0
3815,2775,Mohini Balakrishnan,57.0,2.0,0
3816,2776,Vasudha Shukla,21.0,2.0,1
3817,2777,Victor Mody,55.0,1.0,1
3818,2778,Urvi Keer,48.0,1.0,0
3819,2778,Yadavi Tara,,1.0,0
3820,2779,Pallavi Hayre,6.0,2.0,0
3821,2780,Sudiksha Ravel,26.0,1.0,0
3822,2780,Nachiket Solanki,,1.0,0
3823,2781,Nakul Bhalla,72.0,1.0,0
3824,2782,Jackson Lala,51.0,,1
3825,2783,Peter Sagar,2.0,2.0,0
3826,2784,Januja Patil,23.0,,1
3827,2785,Faras Cheema,26.0,2.0,0
3828,2786,Bhavya Ganesan,52.0,1.0,0
3829,2787,Indrajit Das,66.0,2.0,0
3830,2788,Samarth Naidu,64.0,,0
3831,2789,Darsh Shetty,2.0,2.0,0
3832,2789,Jagdish Lal,59.0,2.0,0
3833,2790,Udyati Garg,,2.0,0
3834,2791,Logan Krishnamurthy,56.0,2.0,1
3835,2791,Charita Khare,47.0,,0
3836,2791,Leena Ganguly,51.0,,1
3837,2792,Pavani Salvi,14.0,1.0,0
3838,2793,Dayamai Chaudry,38.0,1.0,0
3839,2794,Aditya Samra,9.0,1.0,0
3840,2795,Finn Sagar,13.0,2.0,0
3841,2796,Darpan Raman,55.0,1.0,1
3842,2797,Megha Rai,5.0,,0
3843,2798,Bhavika Chad,44.0,2.0,0
3844,2798,Anamika Deshpande,82.0,,0
3845,2799,Ekansh Pandya,,2.0,0
3846,2800,Upma Sarkar,55.0,1.0,0
3847,2800,Vrishti Thakur,66.0,1.0,0
3848,2801,Amol Singh,62.0,1.0,0
3849,2801,Harish Baria,43.0,2.0,0
3850,2802,Victor Bhalla,39.0,1.0,0
3851,2802,Harita Saraf,73.0,1.0,0
3852,2802,Kiaan Wali,38.0,1.0,0
3853,2803,Ishanvi Mohanty,,1.0,0
3854,2803,Maya Badal,23.0,1.0,0
3855,2804,Ladli Mukhopadhyay,20.0,1.0,0
3856,2804,Hemang Vyas,71.0,1.0,0
3857,2804,Kalpit Mall,11.0,2.0,0
3858,2805,Kashvi Khosla,77.0,2.0,0
3859,2806,Janani Naidu,21.0,2.0,0
3860,2807,Faqid Garde,48.0,2.0,0
3861,2807,Ganga Mannan,27.0,1.0,0
3862,2807,Tanvi Behl,20.0,2.0,0
3863,2808,Watika Kumar,84.0,2.0,0
3864,2809,Baljiwan Sarma,53.0,1.0,0
3865,2810,Ekaja Singhal,64.0,2.0,0
3866,2811,Bhavani Sahni,49.0,2.0,0
3867,2811,Devika De,13.0,2.0,0
3868,2812,Lohit Bains,17.0,2.0,0
3869,2812,Yatan Jayaraman,,2.0,0
3870,2813,Praneel Raja,46.0,1.0,0
3871,2814,Chanakya Korpal,76.0,1.0,1
3872,2815,Charvi Krish,68.0,2.0,1
3873,2816,Odika Tara,70.0,2.0,0
3874,2816,Ubika Sha,36.0,1.0,1
3875,2816,Omaja Oommen,62.0,1.0,0
3876,2817,Dalbir Joshi,,2.0,0
3877,2817,Yamini Choudhry,50.0,2.0,0
3878,2818,Wahab Bawa,39.0,2.0,0
3879,2818,Rehaan Krish,49.0,1.0,0
3880,2819,Gayathri Balakrishnan,58.0,1.0,0
3881,2820,Lakshit Sami,76.0,1.0,0
3882,2820,Lekha Sarraf,,1.0,1
3883,2821,Rajeshri Dugar,,1.0,0
3884,2822,Sudiksha Krish,82.0,1.0,0
3885,2823,Om Pai,16.0,1.0,0
3886,2824,Sudiksha Shere,32.0,1.0,0
3887,2824,Naveen Prasad,25.0,1.0,0
3888,2825,Chaaya Misra,43.0,1.0,0
3889,2826,Keya Tandon,46.0,2.0,1
3890,2826,Ganga Kumer,82.0,3.0,1
3891,2826,Aditya Biswas,59.0,3.0,0
3892,2827,Pallavi Suri,35.0,,0
3893,2828,Dayita Bose,57.0,1.0,1
3894,2829,Brijesh Kothari,,1.0,0
3895,2830,Joshua Chahal,22.0,2.0,1
3896,2830,Amrita Palla,,2.0,0
3897,2830,Ekiya Goel,10.0,1.0,0
3898,2831,Mugdha Suri,5.0,1.0,0
3899,2832,Idika Parmer,,1.0,0
3900,2833,Caleb Khatri,,3.0,0
3901,2833,William Rama,,1.0,0
3902,2833,Nikita Atwal,31.0,1.0,1
3903,2834,Falan Vaidya,7.0,2.0,0
3904,2835,Maanav Sanghvi,36.0,1.0,0
3905,2836,Yashica Rege,43.0,2.0,0
3906,2837,Pranit Palan,27.0,1.0,0
3907,2837,Pahal Krishna,81.0,1.0,0
3908,2838,Nidra Anne,3.0,2.0,0
3909,2839,Janani Pal,52.0,2.0,0
3910,2840,Advik Sachdev,16.0,,1
3911,2841,Bimala Ganesan,42.0,2.0,0
3912,2842,Nathaniel Singh,21.0,,0
3913,2843,Samuel Nair,52.0,2.0,0
3914,2844,Pushti Narayan,55.0,1.0,0
3915,2844,Liam Bhavsar,55.0,2.0,0
3916,2845,Shaurya Raman,22.0,1.0,0
3917,2846,Yatin Dutt,41.0,2.0,0
3918,2846,Eta Varma,59.0,1.0,0
3919,2846,Gayathri Anne,75.0,2.0,0
3920,2847,Umang Swaminathan,31.0,2.0,0
3921,2848,Siya Chaudhari,76.0,1.0,0
3922,2848,Champak Krish,,,1
3923,2849,Max Mander,,2.0,0
3924,2850,Yashica Thakkar,13.0,1.0,0
3925,2851,Riya Taneja,63.0,2.0,0
3926,2852,Indira Sastry,69.0,2.0,0
3927,2852,Hiral Devan,67.0,2.0,0
3928,2853,Karan Mody,6.0,,0
3929,2854,Nimrat Rana,,1.0,0
3930,2855,Yutika Guha,38.0,2.0,0
3931,2856,Tripti Balasubramanian,18.0,1.0,1
3932,2857,Waida Warrior,69.0,2.0,0
3933,2858,Tanish Chaudhry,78.0,1.0,0
3934,2859,Yahvi Kapur,71.0,2.0,0
3935,2860,Eshana Swaminathan,54.0,2.0,0
3936,2861,Harita Madan,72.0,1.0,1
3937,2862,Oni Datta,62.0,2.0,0
3938,2863,Chaaya Raju,14.0,1.0,0
3939,2864,Shaurya Venkataraman,28.0,1.0,0
3940,2865,Barkha Kohli,85.0,1.0,0
3941,2866,Ekansh Viswanathan,24.0,1.0,0
3942,2866,Luke Chopra,52.0,2.0,0
3943,2867,Gabriel Barman,30.0,1.0,0
3944,2867,Ira Mital,,2.0,0
3945,2868,Saumya Bansal,8.0,1.0,0
3946,2868,Liam Koshy,4.0,2.0,0
3947,2869,Tejas Walla,,2.0,0
3948,2870,Lekha Raja,13.0,1.0,0
3949,2871,Dayamai Buch,8.0,1.0,0
3950,2872,Yashodhara Sachdeva,80.0,2.0,0
3951,2873,Ekbal Deshpande,48.0,2.0,0
3952,2874,Bahadurjit Parmar,24.0,1.0,0
3953,2875,Raksha Suresh,,1.0,0
3954,2876,Ekiya Om,,1.0,0
3955,2877,Dayamai Mutti,,2.0,1
3956,2878,Ekantika Dewan,,1.0,0
3957,2879,Divya Sant,1.0,1.0,1
3958,2879,Zaid Kata,66.0,2.0,0
3959,2880,Warda Bansal,,1.0,0
3960,2880,Darpan Sachdev,,2.0,0
3961,2881,Radha Naik,8.0,1.0,1
3962,2882,Samuel Zachariah,51.0,,0
3963,2883,Faraj Nadig,42.0,,0
3964,2884,Samaksh Ganesan,46.0,1.0,0
3965,2885,Naveen Vaidya,62.0,2.0,1
3966,2886,Hemangini Mallick,12.0,1.0,0
3967,2887,Gautam Gill,20.0,1.0,0
3968,2887,Liam Uppal,,,0
3969,2888,Harita Pillai,65.0,3.0,0
3970,2888,Devansh Zacharia,4.0,2.0,0
3971,2889,Charan Kata,77.0,2.0,0
3972,2890,Eta Mitter,39.0,1.0,0
3973,2891,Pooja Thakur,77.0,1.0,1
3974,2891,Liam Chanda,2.0,,0
3975,2891,Manbir Peri,29.0,3.0,1
3976,2892,Shivansh Misra,59.0,1.0,0
3977,2893,Tanay Ramaswamy,78.0,1.0,0
3978,2893,Faras Ranganathan,23.0,1.0,0
3979,2894,Warinder Johal,2.0,2.0,0
3980,2895,Aachal Kapadia,,2.0,0
3981,2895,Veer Chandran,60.0,,0
3982,2896,Janani Nadkarni,81.0,1.0,1
3983,2896,Elijah Mannan,80.0,2.0,0
3984,2896,Garima Setty,9.0,1.0,0
3985,2897,Yasti Muni,20.0,1.0,0
3986,2898,Qadim Ramachandran,12.0,1.0,0
3987,2899,Ladli Desai,8.0,2.0,0
3988,2900,Bhavna Nagarajan,8.0,1.0,0
3989,2901,Peter Mahal,84.0,2.0,0
3990,2902,Akshay Sharma,75.0,1.0,0
3991,2903,Arjun Ganguly,,2.0,0
3992,2904,Girindra Krishnan,55.0,,0
3993,2904,Vivaan Kapadia,71.0,,0
3994,2905,Pranav Dugar,18.0,1.0,1
3995,2906,Aarush Dara,,1.0,0
3996,2907,Laban Mallick,24.0,2.0,1
3997,2907,Vincent Merchant,42.0,2.0,1
3998,2907,Chatura Koshy,45.0,,0
3999,2908,Max Khatri,82.0,2.0,0
4000,2909,Maya Pant,47.0,,0
4001,2910,Rayaan Kar,25.0,2.0,0
4002,2910,Nirja Kumar,9.0,,0
4003,2911,Anita Vaidya,68.0,1.0,0
4004,2912,Onkar Cheema,,2.0,0
4005,2913,Sai Kunda,40.0,1.0,0
4006,2913,Meera Wable,75.0,2.0,0
4007,2914,Arunima Radhakrishnan,79.0,3.0,1
4008,2914,Krishna Ahluwalia,17.0,1.0,1
4009,2915,Upma Lall,,,0
4010,2915,Manbir Ahuja,8.0,1.0,0
4011,2915,Aarav Hans,82.0,1.0,0
4012,2916,Yatin Patla,61.0,,0
4013,2917,Ridhi Prakash,75.0,2.0,0
4014,2918,Tripti Murty,58.0,2.0,0
4015,2919,Yutika Karpe,21.0,1.0,0
4016,2920,Girik Chad,70.0,1.0,0
4017,2921,Dayita Patla,61.0,1.0,0
4018,2922,Ansh Oza,1.0,2.0,0
4019,2923,Tanish Balay,47.0,2.0,1
4020,2923,Neel Chawla,63.0,2.0,1
4021,2924,Yashawini Shere,47.0,,1
4022,2925,Ria Saini,14.0,2.0,0
4023,2926,Ekalinga Dhawan,2.0,1.0,0
4024,2926,Ojas Swaminathan,15.0,2.0,0
4025,2927,Harish Pall,38.0,2.0,0
4026,2928,Tanish Shah,82.0,2.0,0
4027,2929,Radhika Kumer,38.0,2.0,0
4028,2930,Anita Bansal,31.0,2.0,0
4029,2930,Kala Roy,23.0,1.0,0
4030,2930,Manthan Khare,,2.0,0
4031,2931,Nathan Roy,64.0,2.0,1
4032,2931,Patrick Thakur,6.0,2.0,0
4033,2931,Dalaja Dube,50.0,1.0,1
4034,2932,Yashoda Shenoy,63.0,1.0,0
4035,2933,Ekiya Hayer,64.0,,0
4036,2934,Aarini Bhat,43.0,,1
4037,2935,Indira Divan,26.0,1.0,0
4038,2936,Harshil Sarna,20.0,1.0,0
4039,2937,Tara Dugar,,2.0,0
4040,2937,Chaitaly Kade,32.0,1.0,0
4041,2938,Ekbal Randhawa,17.0,1.0,0
4042,2939,Jonathan Nayak,26.0,2.0,0
4043,2940,Chaitanya Jayaraman,17.0,1.0,1
4044,2941,Krishna Dubey,23.0,1.0,0
4045,2941,Rachana Rajagopalan,40.0,2.0,0
4046,2942,Naksh Comar,19.0,2.0,0
4047,2942,Arunima Kant,45.0,2.0,0
4048,2943,Jasmit Bir,7.0,1.0,0
4049,2944,Jack Kapoor,84.0,1.0,0
4050,2945,Kiaan Rege,8.0,2.0,1
4051,2946,Jasmit Tank,40.0,2.0,0
4052,2947,Amara Mann,10.0,2.0,1
4053,2947,Jonathan Halder,14.0,2.0,0
4054,2947,Radha Ghose,52.0,1.0,0
4055,2948,Vasudha Sekhon,39.0,1.0,0
4056,2949,Rudra Loke,1.0,1.0,0
4057,2949,Gaurika Wagle,47.0,2.0,0
4058,2950,Amruta Saha,,2.0,0
4059,2951,Yashvi Chandran,70.0,,0
4060,2951,Hredhaan Madan,29.0,1.0,0
4061,2952,Yatin Sem,35.0,1.0,0
4062,2953,Andrew Naik,19.0,1.0,1
4063,2954,Aryan Oak,78.0,1.0,1
4064,2955,Oeshi Mitter,74.0,2.0,0
4065,2955,Anthony Devan,39.0,2.0,1
4066,2955,Naveen Mannan,10.0,1.0,0
4067,2956,Manthan Palan,64.0,2.0,0
4068,2957,Ekani Borde,54.0,,1
4069,2957,Lopa Agrawal,33.0,2.0,0
4070,2958,Kala Sahni,53.0,1.0,0
4071,2959,Yachana Randhawa,71.0,3.0,0
4072,2959,Harish Rao,39.0,,0
4073,2960,Kalpit Datta,56.0,,0
4074,2960,Arin Sodhi,35.0,2.0,0
4075,2961,Januja Patil,59.0,,0
4076,2962,Ekantika Thaman,74.0,1.0,1
4077,2962,Yatan Muni,46.0,2.0,0
4078,2963,Alexander Sant,35.0,2.0,0
4079,2964,Lucky Shanker,50.0,2.0,0
4080,2964,Nihal Dewan,36.0,2.0,0
4081,2965,Harini Kashyap,58.0,2.0,0
4082,2966,Bachittar Dyal,81.0,2.0,0
4083,2967,Avi Salvi,3.0,2.0,1
4084,2968,Girish Manda,,1.0,1
4085,2969,Chandresh Samra,48.0,1.0,0
4086,2970,Gunbir Buch,59.0,2.0,0
4087,2971,Tristan Guha,57.0,1.0,0
4088,2972,Shravya Golla,52.0,2.0,0
4089,2973,Nitesh Chhabra,,2.0,0
4090,2974,Kritika Gupta,60.0,2.0,0
4091,2974,Meghana Warrior,26.0,1.0,0
4092,2975,Vaishnavi Bhalla,19.0,2.0,0
4093,2976,Mason Nadig,39.0,,0
4094,2976,Nikita Bumb,,2.0,0
4095,2977,Zinal Varughese,59.0,2.0,0
4096,2977,Tanveer Sachdeva,25.0,1.0,0
4097,2978,Ishwar Nayak,,1.0,0
4098,2979,Ira Master,9.0,2.0,0
4099,2980,Pranav Thaman,53.0,1.0,0
4100,2981,Ekanta Suresh,40.0,1.0,0
4101,2982,Guneet Atwal,5.0,2.0,0
4102,2982,Aarav Lanka,56.0,2.0,0
4103,2983,Veda Memon,,,0
4104,2983,Pallavi Palla,39.0,2.0,0
4105,2984,Tanmayi Dash,79.0,1.0,1
4106,2985,Vincent Sankaran,25.0,,1
4107,2985,Kashvi Sem,13.0,1.0,0
4108,2986,Gaurika Wali,40.0,2.0,0
4109,2987,Aarav Singhal,11.0,2.0,0
4110,2988,Maya Sachar,54.0,1.0,0
4111,2989,Jyoti Ramakrishnan,80.0,1.0,0
4112,2990,Ronith Ram,62.0,1.0,0
4113,2991,Samuel Nagarajan,61.0,2.0,1
4114,2991,Urvi Chander,64.0,2.0,0
4115,2992,Amrita Sagar,,1.0,0
4116,2993,Patrick Sastry,7.0,2.0,1
4117,2994,Madhavi Dhillon,3.0,2.0,0
4118,2994,Chatura Parmer,55.0,1.0,0
4119,2995,Christopher Mital,3.0,1.0,1
4120,2995,Gautam Jayaraman,77.0,1.0,0
4121,2996,Vasudha Gade,39.0,2.0,0
4122,2996,Manya Sastry,37.0,1.0,0
4123,2997,Urvi Chakraborty,82.0,2.0,0
4124,2997,Leena Char,16.0,1.0,0
4125,2998,Simon Dave,77.0,2.0,0
4126,2999,Naksh Bhatt,45.0,1.0,0
4127,3000,Vasatika Chacko,47.0,3.0,0
4128,3001,Ira Sachdev,58.0,1.0,1
4129,3001,Urvashi Sarin,80.0,2.0,0
4130,3002,Kai Naidu,,2.0,0
4131,3003,Peter Kapoor,82.0,1.0,0
4132,3004,Rishi Panchal,47.0,2.0,0
4133,3004,Charita Sundaram,19.0,2.0,0
4134,3004,Nirja Vora,7.0,2.0,1
4135,3005,Chandran Vora,59.0,1.0,0
4136,3006,Hamsini Choudhry,,1.0,0
4137,3006,Ekaja Wagle,,1.0,0
4138,3007,Zehaan Tata,29.0,1.0,0
4139,3008,Leena Merchant,54.0,1.0,0
4140,3009,Saanvi Malhotra,43.0,1.0,0
4141,3009,Veer Issac,16.0,1.0,1
4142,3009,Manbir Dugal,27.0,2.0,0
4143,3010,Pratyush Kamdar,36.0,1.0,1
4144,3011,Jack Mann,15.0,1.0,0
4145,3011,Ekaja Aggarwal,42.0,2.0,1
4146,3012,Amol Walia,39.0,2.0,0
4147,3013,Lopa Sarin,82.0,2.0,0
4148,3014,Adweta Lalla,47.0,2.0,0
4149,3015,Varenya Krishna,32.0,2.0,0
4150,3016,Yashica Mahal,78.0,1.0,0
4151,3017,Banjeet Balakrishnan,9.0,1.0,0
4152,3018,Bachittar Naidu,60.0,3.0,0
4153,3019,Jeremiah Singh,48.0,2.0,0
4154,3020,Urmi Murthy,,2.0,0
4155,3021,Vamakshi Gupta,37.0,1.0,0
4156,3022,Yutika Kota,5.0,3.0,0
4157,3023,Gautami Apte,53.0,1.0,0
4158,3024,Vihaan Gopal,5.0,1.0,0
4159,3024,Nidhi Parekh,,1.0,1
4160,3025,Wazir Babu,81.0,1.0,0
4161,3025,Daksha Brar,24.0,2.0,0
4162,3025,Pavani Tata,73.0,,0
4163,3026,Gautam Sharma,55.0,1.0,1
4164,3027,Janya Hayre,43.0,2.0,0
4165,3027,Hamsini Sood,23.0,1.0,0
4166,3028,Arjun Palla,84.0,2.0,0
4167,3029,Eesha Rama,,1.0,0
4168,3029,Shivani Bala,67.0,,0
4169,3030,Isaac Mani,3.0,1.0,0
4170,3031,Wyatt Agate,62.0,1.0,1
4171,3032,Advika Thaker,,2.0,0
4172,3032,Pavani Varty,49.0,3.0,0
4173,3033,Pavani Nayar,,1.0,0
4174,3033,Chakradhar Rastogi,,,0
4175,3034,Eta Mannan,63.0,2.0,0
4176,3035,Advik Memon,55.0,,0
4177,3036,Matthew Kakar,47.0,1.0,0
4178,3037,Amol Mangat,,2.0,0
4179,3038,Jagat Sangha,12.0,1.0,1
4180,3039,Vihaan Mane,38.0,1.0,1
4181,3039,Anya Sastry,77.0,1.0,0
4182,3039,Chakradev Basak,,1.0,0
4183,3040,Vanya Bajaj,77.0,1.0,0
4184,3041,Vidhi Dey,36.0,2.0,0
4185,3041,Daksha Patil,15.0,3.0,0
4186,3042,Yug Banik,69.0,2.0,0
4187,3043,Raksha Behl,16.0,1.0,0
4188,3043,Shivansh Borah,66.0,1.0,0
4189,3043,Akshay Thaker,84.0,1.0,1
4190,3044,Chaitaly Raghavan,62.0,,1
4191,3045,Isaac Dubey,30.0,,0
4192,3046,Wishi More,,1.0,0
4193,3047,Jagdish Shukla,,1.0,0
4194,3048,Balhaar Mall,66.0,2.0,0
4195,3049,Omisha Natarajan,20.0,2.0,0
4196,3050,Advika Mander,21.0,1.0,0
4197,3050,Xiti Dhar,2.0,,0
4198,3051,Krishna Bail,59.0,2.0,0
4199,3052,Omaja Agate,,,0
4200,3052,Baghyawati Dara,79.0,1.0,0
4201,3053,Rayaan Mandal,28.0,2.0,0
4202,3054,Luke Sani,69.0,1.0,0
4203,3055,Elijah Andra,,1.0,1
4204,3056,Abeer Pillai,,2.0,1
4205,3057,Matthew Raman,10.0,2.0,0
4206,3058,Niharika Singhal,4.0,2.0,1
4207,3058,Siya Kota,66.0,2.0,1
4208,3059,Reva Manne,,1.0,0
4209,3059,Gautami Toor,54.0,3.0,1
4210,3059,Brinda Rajan,,1.0,0
4211,3060,Vrinda Pal,27.0,2.0,0
4212,3061,Rachit Balay,13.0,2.0,0
4213,3062,Shivani Aurora,9.0,1.0,0
4214,3063,Eiravati Char,83.0,1.0,0
4215,3064,Krishna Yogi,81.0,2.0,0
4216,3065,Veda Chandra,,2.0,1
4217,3065,Vedhika Korpal,36.0,2.0,0
4218,3066,Mekhala Barad,,,0
4219,3067,Maanav Nayar,85.0,1.0,0
4220,3068,Ojasvi Dass,53.0,2.0,1
4221,3068,Darpan Wagle,37.0,2.0,0
4222,3068,Bachittar Brahmbhatt,83.0,1.0,0
4223,3069,Baljiwan Sridhar,33.0,1.0,0
4224,3070,Mahika Gade,10.0,2.0,0
4225,3071,Fitan Mand,7.0,1.0,0
4226,3072,Harita Raman,27.0,1.0,0
4227,3073,Waida Mangal,10.0,1.0,0
4228,3073,Saumya Virk,,2.0,0
4229,3074,Ganga Ghosh,31.0,2.0,1
4230,3075,Chaman Kothari,,1.0,1
4231,3076,Deepa Patel,41.0,1.0,0
4232,3076,Suhani Ben,51.0,2.0,0
4233,3077,Nirja Virk,4.0,1.0,0
4234,3078,Gayathri Kohli,58.0,1.0,0
4235,3079,Chatura Guha,9.0,1.0,0
4236,3080,Imaran Prasad,18.0,,0
4237,3081,Gautam Iyengar,29.0,1.0,0
4238,3082,Kalpit Raju,80.0,2.0,0
4239,3083,Vaishnavi Chada,7.0,1.0,0
4240,3084,Gaurika Choudhary,82.0,1.0,0
